,0.0,0.75,1.0,,
1.2,0.2153,0.2058,0.2037,0.2153
1.5,0.2128,0.2040,0.2004,0.2128,0.2128,0.2040,0.2004,0.2128
2.0,0.2058,0.1950,0.1917,0.2058
